,PCA1,PCA2,PCA3,PCA4,PCA5,categoria
22,0.5806118392908594,0.0034411614901357136,0.003294988106909896,0.0014387458105375,5.70182653870732e-05,0
23,0.5806118468760185,0.0034403211079892253,0.0032986466153530083,0.0014555916075114314,8.477567624803455e-05,0
24,0.5806118431679672,0.0034387372161745083,0.0032991145102795635,0.001443681296474947,3.467913655023951e-05,0
25,0.580611843410047,0.0034382948346945966,0.003301861621863867,0.0014468686920082684,5.414363996841543e-05,0
26,0.5806118494278675,0.0034371220389253832,0.0033056286493720797,0.00146806068217481,0.00013566525368596246,0
27,0.5806118472857749,0.003437242196436281,0.0033054112337029327,0.0014517583943959257,0.00010766408644047662,0
28,0.5806118631344632,0.003433055324505141,0.0033094764800282654,0.0014442300576464864,0.0001811588660627894,0
29,0.5806118414458533,0.0034401023943566333,0.0033000359923397,0.0014429734055623799,5.82821355329457e-05,0
30,0.5806118404828176,0.0034389233087932292,0.0033036491112487325,0.0014541146605296998,0.00010945470985957616,0
31,0.5806118502100098,0.0034398278323448128,0.003300998982436573,0.0014667704028245346,0.00011819125652823363,0
32,0.5806118455840539,0.003439912398631954,0.003297961031981441,0.0014624450307177145,9.036419478131895e-05,0
33,0.5806118408088818,0.003436803072723315,0.003300256185784841,0.001436225617413002,7.670595318604376e-05,0
34,0.5806118415748822,0.0034380707106994725,0.0033015722600215876,0.001442289712700667,5.988202968022045e-05,0
35,0.5806118476255484,0.0034361477884870643,0.0033052930228347445,0.0014493940132116294,0.00010067552389168941,0
36,-0.014330891202400569,-0.005597963133106476,-0.0067855542349007075,-0.004547134300714752,-0.0005791435353934031,1
37,-0.014331139372761838,-0.005514585558121527,-0.006896592430714192,-0.0041385345445077324,-0.0004835274796486699,1
38,-0.01433134192153806,-0.005486043184516853,-0.006813560126181265,-0.004476737770900248,-0.0021988885004954623,1
39,-0.014330979234440827,-0.005599283997999006,-0.006718727814091214,-0.004238776078410261,6.590502079082886e-05,1
40,-0.014331124557430694,-0.005550863046403911,-0.006806719644658682,-0.004077733088007304,-0.00031725350127161496,1
41,-0.014331053411880715,-0.005575005883778294,-0.006730796808787838,-0.0043823341367679085,-0.0003359925800119476,1
42,-0.014330976093640011,-0.0054838944540143274,-0.006976001473335035,-0.003822930496097538,-0.00034881325361168673,1
43,-0.014330970123038798,-0.005609897570836632,-0.006773918661821893,-0.004699601352968323,-0.0006456916839503082,1
44,-0.014330842547882992,-0.005516532823818332,-0.006954553166589009,-0.0042996413352699775,-0.0006044605277913803,1
45,-0.014331007388103428,-0.0055669197218692025,-0.006787543155312577,-0.00434654577416363,-4.856651473610828e-05,1
46,-0.014331013691028831,-0.005540701399727033,-0.006960171070035966,-0.00436672666672558,3.363756378284196e-05,1
47,-0.01433091878634819,-0.005532548238919682,-0.0068517356380386665,-0.004118643642655867,-0.0003725375740553797,1
48,-0.01433094872801284,-0.005600083685332697,-0.006799309560713807,-0.004473573550467941,-0.0006290027364020839,1
49,-0.014330960604673957,-0.005542741143055347,-0.006761098364493503,-0.004355470317605483,-0.00020832545156803528,1
50,-0.014331030477279986,-0.005590645855503203,-0.0067797814894869895,-0.004530197626016185,-0.00041303216724425867,1
51,-0.014331206079309652,-0.005526205137386749,-0.00684058194493262,-0.004602060302552357,-0.001383413572987052,1
52,-0.014330869904101451,-0.005546221456299918,-0.006755509609421237,-0.0041109086006845645,0.0001526244324044495,1
53,-0.014331078656263936,-0.005560229617653194,-0.006730167903021084,-0.004420470342235318,-0.0003388113727402793,1
54,-0.014330890124730038,-0.0055345464320698005,-0.00687925471394254,-0.004327880047648938,-7.049870170387995e-05,1
55,-0.014330963961023763,-0.005552203042511248,-0.006814968041599631,-0.004506865714067958,0.000322739927184516,1
56,-0.014330941702473605,-0.005548222402233771,-0.006918536021842276,-0.004388021767144458,-0.00047091470132387946,1
57,-0.014330737565781612,-0.005567256295254384,-0.006831761726229867,-0.00439242672705269,0.0008799105809307395,1
58,-0.01433103772537372,-0.005579344518310343,-0.006753193407747953,-0.004472606270870263,0.0002045173402574389,1
59,-0.014330979577146238,-0.0055907344885886895,-0.006813476696530832,-0.0046509182284501785,-0.0001996093890043391,1
60,-0.014330656596604822,-0.0056340700208301325,-0.006697012071142998,-0.0043425527895102015,0.0017220013747913695,1
61,-0.014330829186977428,-0.005565845280907206,-0.006795515529681944,-0.0043742163475095205,0.0008801159171970415,1
62,-0.014330848752706732,-0.005601538827166706,-0.006621597534960186,-0.004389262386770607,0.0005137891200532713,1
63,-0.014330988719968523,-0.005587374571852227,-0.006746917711360177,-0.00473216554331459,-0.0005069423191257903,1
64,-0.014331152069775997,-0.005532700662583776,-0.006945772906943586,-0.004773940422727434,-0.000638200132954899,1
65,-0.014331063209364664,-0.005578794055201292,-0.006827883123994625,-0.004321901579163898,-0.0006284850721531808,1
66,-0.014330926969473528,-0.0055672881186362684,-0.006830725709033994,-0.004047878056880443,-0.0003173465175876911,1
67,-0.014331033149330426,-0.005548608360268775,-0.0068485822742787115,-0.004421912749149927,-0.00039765209797752726,1
68,-0.014331385639534412,-0.0054984162110642875,-0.0069267196263252066,-0.004636244350499581,-0.001979009831842485,1
69,-0.014330993638892795,-0.005507963082610694,-0.006888800308695514,-0.0040938718001373,-9.109509844075367e-05,1
70,-0.014331023838714861,-0.0055979170658986485,-0.006739856588394308,-0.004441493237510476,-0.00011759692078172195,1
71,-0.01433106116098557,-0.005543936494044121,-0.006890727014593867,-0.004603916525761494,-0.0006430370893664998,1
72,-0.014330973135372302,-0.005545549208311408,-0.006877902911961326,-0.004467424974778647,8.490731484934137e-05,1
73,-0.014331097302438874,-0.005505758348989331,-0.006857400166004014,-0.004303153281745388,-0.00012519702729860187,1
74,-0.014331148170999012,-0.0055367505408400455,-0.006916236815848091,-0.004419964101521717,-0.0002707221528041055,1
75,-0.014331016436792129,-0.0055953228560039455,-0.00689335577173766,-0.0050364010823144645,-0.0009051681204315931,1
76,-0.014331266929481872,-0.005551319717880918,-0.006763224704027066,-0.004412864171243047,-0.0002431597241006872,1
77,-0.014331046237134125,-0.005519087039086467,-0.0068849230561787555,-0.004180569742501196,-0.0009925898230569614,1
78,-0.014330865244917702,-0.005553398706191242,-0.006695569106606188,-0.004155510247638486,0.0005191735343310173,1
79,-0.01433101885679497,-0.005545584326408338,-0.00673799760224447,-0.003925920118289906,0.0014644503090639092,1
80,-0.014331084815240888,-0.005557369664947283,-0.006788363262756631,-0.004355029362821901,-0.00040364605941501,1
81,-0.01433128800061189,-0.005496220267234734,-0.006854326023303615,-0.004337699621953493,-0.0015898071276505051,1
82,-0.014330966744309878,-0.005582473836593759,-0.006724568332034676,-0.004248244226478677,0.0009856128467658099,1
83,-0.014331070457413327,-0.005615339013960944,-0.006685508309925781,-0.004483124951692026,3.342966964286646e-05,1
84,-0.014330850480107757,-0.005648230484778028,-0.006576993963790509,-0.004399082831146528,0.0014421379925024752,1
85,-0.0143310720160719,-0.005571644072787613,-0.006839646963069167,-0.0046018744803491395,-0.0009356784580343315,1
86,-0.014331125113203893,-0.005528040299325709,-0.0068587020072986195,-0.004626408973336678,-0.0015345573996709385,1
87,-0.014330896111810501,-0.005582493433133269,-0.006845286016710805,-0.004089662424452798,0.0011036203665255146,1
88,-0.014330941082259532,-0.00554342318617055,-0.006814246208033984,-0.004065027684329881,0.0007193145428626545,1
89,-0.014330840385550471,-0.0056008522958414355,-0.006712595985672453,-0.004457199890090402,0.0012288202735327993,1
90,-0.014330991974368441,-0.005572808866786171,-0.006680512064385795,-0.00445349385024347,-0.00027202531359971695,1
91,-0.01433096549955686,-0.005583753350363434,-0.006797370294612984,-0.004239326238763467,0.00030325655312062825,1
92,-0.01433085682213016,-0.005601937809543125,-0.006848381455359731,-0.004499660222866922,0.0011321114841497159,1
93,-0.014331025236504235,-0.0055374218055096545,-0.006855744758073825,-0.004341190685748499,-0.0008293187592539851,1
94,-0.014331066043034519,-0.005548571292271491,-0.006630438105828794,-0.004245352183539327,0.0002372792450284085,1
95,-0.014330825564408421,-0.005626004603888223,-0.00662494438114836,-0.004577528432336939,0.0010338113067120127,1
96,-0.014330685651433134,-0.005640827828256206,-0.006728941255019482,-0.004611151590553335,0.0005231401989638468,1
97,-0.014330883135024215,-0.005585065400619169,-0.006844023607139781,-0.004448994660942082,-0.00019875941767196365,1
98,-0.014330720491117813,-0.005595001538362953,-0.006739650728646381,-0.00394545674682949,0.001631771121345549,1
99,-0.014330896613628602,-0.005535856633970896,-0.006758349320957159,-0.003925412654833886,0.00024277316012502468,1
100,-0.014331182099942988,-0.005545187225500294,-0.006788311657757826,-0.004088249871904477,-3.631007597046208e-05,1
101,-0.014330768737294101,-0.005599074141674121,-0.006776705195364104,-0.0041534707015029,0.00066916429015968,1
102,-0.014330793616954145,-0.005578991486314798,-0.0067728488819039645,-0.004128767727218889,0.0013808621737591317,1
103,-0.014330978539011687,-0.005567326643709924,-0.006755066983168337,-0.004288937425088733,-0.000759673919152271,1
104,-0.01433082806071683,-0.00556067614153656,-0.006789512108372019,-0.004185467489170292,0.0007569953897704788,1
105,-0.014331037401069517,-0.005556405348144003,-0.006839370728557344,-0.004514478697105092,-0.00034701233505686886,1
106,-0.014331010226264944,-0.005562556971771697,-0.006905329922974428,-0.004711970139839123,-0.0008790169010272869,1
107,-0.014330880410945294,-0.005605758098644295,-0.00669606856229652,-0.004217402099562569,0.0010850605322830758,1
108,-0.014330866699326095,-0.005557529827362572,-0.006811833061408876,-0.003926459605266989,0.0005544839494221686,1
109,-0.014330916015977297,-0.005593293781117214,-0.00670457163975797,-0.004370756634032201,2.968815834665468e-05,1
110,-0.014330893814456945,-0.005531136459227225,-0.006826363390044771,-0.003988167401137585,7.065494042636809e-05,1
111,-0.014330972581744223,-0.005628798913338335,-0.006646518587026364,-0.004758337188779176,-0.0005595526691343877,1
112,-0.014330855493744755,-0.005494881278903386,-0.006982831837723509,-0.004185512022707461,-0.0002703406668361614,1
113,-0.014331433425194993,-0.0054584067667267505,-0.007008259713936446,-0.004237423321420805,-0.002393828040591893,1
114,-0.014331145724904145,-0.005512730330920938,-0.006961840178164792,-0.0047239517131906425,-0.0017714792560194186,1
115,-0.014331058451930055,-0.005610274620347582,-0.006673245712649897,-0.0047102859532959325,-0.00029869907715950316,1
116,-0.014330792413050724,-0.005602388689130452,-0.006740962241456826,-0.004294170222415619,0.0009110520533623684,1
117,-0.01433106743256475,-0.005536991342766558,-0.006878004555694702,-0.004336420473841785,6.167714805269288e-05,1
118,-0.014331007609838398,-0.005585874611891319,-0.00684464385659308,-0.004747215510664917,-0.00046362338519192987,1
119,-0.014331283246730685,-0.005541725141835433,-0.006833890895005638,-0.004602506562351204,-0.001144352848576829,1
120,-0.014330820680240044,-0.0056353288127520265,-0.006661391495484715,-0.004628933558630637,0.0004540470505067697,1
121,-0.014331174118168054,-0.005523035827936261,-0.0067846945331468105,-0.00438567301054952,-0.00037743208793650625,1
122,-0.014330969994682545,-0.005542842185564791,-0.006847582949191288,-0.004363807512553719,-0.0008251689855963418,1
123,-0.014331172610937179,-0.005484547461475188,-0.006977664035654847,-0.004235196249493508,-0.0005007825852798228,1
124,-0.01433117843815907,-0.005530970888051171,-0.006834641929249813,-0.004660777960910407,-0.000856469045635801,1
125,-0.014330895842769047,-0.005580308680059504,-0.006753250867645523,-0.004114365417541801,0.0002561242717852756,1
126,-0.014331091409049465,-0.005455571161436555,-0.006843546274354866,-0.003761539149799265,0.0001810299716500235,1
127,-0.01433098749104049,-0.005565111587714821,-0.006909382890071513,-0.004325968210610123,0.00039286286118813714,1
128,-0.01433112921298266,-0.005581315106851549,-0.006846858308771421,-0.00433199988530442,0.00020132973322128928,1
129,-0.014331129921426967,-0.005520748828995815,-0.006879096819847939,-0.004391794293264781,-0.0009308916679635786,1
130,-0.014331086038718141,-0.005570848998447337,-0.006832822377098997,-0.004515055414831259,-0.0011942332134643645,1
131,-0.014330841925113831,-0.005605340974268942,-0.006720732344754,-0.004227949439131674,0.000659851430693548,1
132,-0.01433118274599269,-0.0055081967809977525,-0.006919470903629283,-0.004247931977983315,0.0006299326693815525,1
133,-0.014331093816898103,-0.005518538023059838,-0.0068482052166665645,-0.004300961993456588,-0.0009838069653590551,1
134,-0.014330928370238135,-0.005521298510656303,-0.00678574645528077,-0.004024786352485544,0.001034093477832054,1
135,-0.014331169257835298,-0.005511627906837602,-0.006808486899453611,-0.004124854211948937,-0.0006710169900125203,1
136,-0.014331110911975418,-0.005589778911159751,-0.006749982591520952,-0.004719919461070127,-0.0008037229800398988,1
137,-0.01433114909804067,-0.005561726298816423,-0.00684617171901639,-0.0045022089113136085,-5.990860190325343e-05,1
138,-0.014331122508971767,-0.005546159701799465,-0.006833675986527043,-0.004453237643346869,-0.00036457799285376414,1
139,-0.014331220667419755,-0.005455916370020512,-0.006850270268707558,-0.003976279593717708,-0.0007789803649107538,1
140,-0.01433121553750785,-0.005475062453745191,-0.006944521215277621,-0.004098646258140274,-0.0012327260424349609,1
141,-0.014331140729387029,-0.005525815857617369,-0.006847282334840235,-0.0041355459559549584,-0.0003913356657100215,1
142,-0.014331157371347119,-0.00546362280559192,-0.0070003570353522355,-0.004353132386227104,-0.0013404647815029452,1
143,-0.014330859951266631,-0.0055804977805015196,-0.006770210926907761,-0.004314607218785721,0.000505161229886131,1
144,-0.01433087903619632,-0.005620679025936022,-0.006691727441990567,-0.004457938751436377,0.00027988749962400567,1
145,-0.014330906977122264,-0.005596127241379486,-0.006784727213285147,-0.004457699404877118,1.5941579676669677e-05,1
146,-0.01433119877161849,-0.005443362779283742,-0.006958625189699089,-0.004060274733671568,-0.000961760404081633,1
147,-0.014330988513877393,-0.005582660242699653,-0.006791763463309404,-0.0044877742814937015,-0.00021041880458808672,1
148,-0.014330902152162784,-0.005584819603047135,-0.006777184410015173,-0.004159575531296776,0.0013933768864130705,1
149,-0.014330903513672139,-0.005605751630921886,-0.006656482516849662,-0.004312282925226439,0.0014479593845708114,1
150,-0.014330944977638056,-0.005606079849366893,-0.006800938268316004,-0.004680042814828938,-0.00015746208844424084,1
151,-0.02101324708711356,-0.01962681852090008,-0.03510845605105639,0.9185890989376231,-0.0001772748435253519,1
152,-0.01963476538061812,-0.017092327893849773,-0.03015801955222286,0.7672666463499186,-0.0001764342798761818,1
153,-0.019634767032597714,-0.017091647426776248,-0.030159672936827184,0.7672649226733911,-0.0001953069374687391,1
154,-0.019634767460423475,-0.017092206488876452,-0.030157867672987313,0.7672687787356595,-0.00018027963719158296,1
155,-0.014331152903566133,-0.005550861274087322,-0.0068719143079995545,-0.004553220042727802,-0.0012922422743622073,1
156,-0.014330874872189881,-0.005556408017490628,-0.006722705648830355,-0.004056978674393397,0.00024517255261987395,1
157,-0.014331063734338373,-0.0055891295116690795,-0.0068158431070282025,-0.004504773963904369,-0.0009258814246033732,1
158,-0.014331050715496346,-0.005502823406541818,-0.006968976238038049,-0.0044145999013653564,-0.001287561682720751,1
159,-0.014330936268178227,-0.0055545094104362345,-0.006817908505092146,-0.00451807141883269,-0.00021963170990025287,1
160,-0.014330933261128989,-0.005564986053398435,-0.006829237602008291,-0.00438424002792731,-0.00027749000325767156,1
161,-0.014331095076889134,-0.005570042370393981,-0.006785283084402991,-0.00448081578927544,5.077801887122963e-05,1
162,-0.014330915375499497,-0.0055289877022982525,-0.006784028497741018,-0.004161973289435726,0.000540342281626078,1
163,-0.014331034366306837,-0.005522240650311191,-0.006896398366212,-0.004588859154113291,-0.0006230748889129007,1
164,-0.014331014939510106,-0.005554244432132518,-0.006848208929248728,-0.0045692845789538005,-0.00028434823891290625,1
165,-0.014331216578319815,-0.005480328562681576,-0.00686988341461362,-0.004003926367255181,-0.0006266224743557386,1
166,-0.014331089699118367,-0.005531046486960904,-0.006900271626826042,-0.00457048710391349,-0.0012585394580335828,1
167,-0.014331223032784914,-0.005456516194116054,-0.00698227877849574,-0.00414351522631079,-0.0008113260703625962,1
168,-0.014331031331105108,-0.005474990205158393,-0.006886816639132001,-0.004101721475660448,-0.0006831437111714188,1
169,-0.014330982975167496,-0.005542389470506137,-0.006866370768016253,-0.004682293430053547,-0.0001959919561329454,1
170,-0.014331065961152946,-0.005514296288598648,-0.006869632570990077,-0.004345693518927299,-0.0008481330119479501,1
171,-0.014330917252908306,-0.005630726638515179,-0.006713484663667599,-0.004585810396012645,0.000447824222431661,1
172,-0.014330959343845782,-0.005619637976423558,-0.006688880027541439,-0.004722848930256624,-0.0004009898954124539,1
173,-0.014330944121336673,-0.005555442685990776,-0.006852524750676868,-0.0046565487948438365,-0.0005664537210356116,1
174,-0.014331381313840907,-0.005447640702328822,-0.006888889700462685,-0.004490433498931872,-0.0016605223203047578,1
175,-0.014331236214298528,-0.0054827151569377475,-0.006986004614740939,-0.004412069957570593,-0.0004686286077554723,1
176,-0.014331002630619687,-0.005599554893250325,-0.006819310857063608,-0.00462510235169952,-0.000190461090582789,1
177,-0.014331198883231741,-0.005507389620712303,-0.006937091974279556,-0.0041905468000426205,-0.0011239814707164736,1
178,-0.014331112062330566,-0.0055286513141781625,-0.006886121220306792,-0.004269427002950596,-0.0012901395604420088,1
179,-0.014331066408816187,-0.0055502137679740654,-0.00686580604211535,-0.004720727063781086,-0.0013938280350918372,1
180,-0.014331013106228021,-0.005567095564387937,-0.0069151139401136714,-0.004501008284501939,-0.00138571824189566,1
181,-0.014330828463986143,-0.005601916170214887,-0.00670378348463104,-0.004533545692877766,0.0004698293062155075,1
182,-0.014331079966222364,-0.0055241247691706335,-0.0067876572980728085,-0.004280999420366367,-0.00015479312752987676,1
183,-0.014330809835386147,-0.005576451210885226,-0.006744947924297126,-0.004056945654944711,0.0015408570271875765,1
184,-0.014331021074304272,-0.005598108994141597,-0.006653701383929556,-0.004067285896933882,5.160652403932495e-05,1
185,-0.014331180598609881,-0.005559405565978828,-0.006881481382583007,-0.004584993098040678,-0.0009556445656642267,1
186,-0.01433090170183086,-0.005560236822325371,-0.006858573071969047,-0.004239302930003171,0.0005104898826342216,1
187,-0.014330985962962303,-0.005640700670343049,-0.006770863593091873,-0.004861913151472822,-0.00022679538764372372,1
188,-0.014331222838160386,-0.005571826286337618,-0.0067425284857731615,-0.0047456864014860335,-0.001472050729708691,1
189,-0.014331077103046489,-0.005545762510223973,-0.006838071784957643,-0.004348726226460629,-0.0012703666184547728,1
190,-0.01433083123536122,-0.005571627920861879,-0.006793508126705395,-0.004454605413141802,-0.0010304722687838317,1
191,-0.014331187700045456,-0.0054837330676280275,-0.006866835789050932,-0.004211096975205707,-0.0017303173091697838,1
192,-0.014331145477134974,-0.005494325402171977,-0.006910807704606442,-0.004068214276945125,-0.0011475933579920506,1
193,-0.014331119440073536,-0.005585098748261718,-0.006857970898750773,-0.004937726142491526,-0.0008972420296571057,1
194,-0.014331044585879974,-0.005482455601363944,-0.006965940724461685,-0.004028978574927967,-0.0010443137497307769,1
195,-0.014331074628247707,-0.0054928829607487194,-0.0069255398477695105,-0.0045038244871093884,-0.00032764334604243594,1
196,-0.014331114866143344,-0.0055041808871149735,-0.006907160761672233,-0.0043677847732094075,-0.0005249354943055256,1
197,-0.014330797698503619,-0.005636690630909456,-0.006676945984459368,-0.004647292846681268,0.0007329083499921603,1
198,-0.014330922225697875,-0.005618333810972288,-0.006649354098605313,-0.004466339844248208,0.00031245376037508605,1
199,-0.01433077363879755,-0.005608189105724804,-0.0066944757663057256,-0.004435453736146318,0.0007178017308941444,1
200,-0.014331032009618034,-0.005554322933044871,-0.006795473719629182,-0.0046561906527685945,-0.0005382695830180254,1
201,-0.01433104996874345,-0.005552352548620565,-0.006811314292016474,-0.004238527562444243,-0.0005817931624998215,1
202,-0.014330712364906044,-0.00561740274547263,-0.0067250998523606595,-0.004451799925564278,0.00040011839001694716,1
203,-0.014330896625571308,-0.005556892338342584,-0.0068465838596697935,-0.003985508008378033,0.0008522797374505738,1
204,-0.014330838117972975,-0.005574126641741601,-0.006751726837071256,-0.004368921047448014,-4.569192143435036e-05,1
205,-0.014330920341493646,-0.005601323962498211,-0.006694950692493529,-0.004533743403248751,-0.00029221474534824396,1
206,-0.0143310616038401,-0.005540956233539832,-0.0069028512368300345,-0.004349495089019238,-0.0007662973684384915,1
207,-0.014331363046557672,-0.005558553751778573,-0.0068440493013423465,-0.004844309391742106,-0.0018132020539827765,1
208,-0.014330865427407155,-0.00562342228130503,-0.006676294896728148,-0.004632790363299491,8.648128654734376e-05,1
209,-0.014331149110692928,-0.0055503104645897436,-0.006830412777871532,-0.004732609768224543,-0.0008081069838792544,1
210,-0.014331166577460091,-0.005541697510477209,-0.006880129702815705,-0.004566223541698578,-0.0010915348368184122,1
211,-0.014331059712015306,-0.005526841429064554,-0.006824519674302809,-0.004214147092814719,-0.0005404538501751288,1
212,-0.014331056390852913,-0.005528558431106662,-0.006843833357820156,-0.004417837082339168,0.00031578085704100223,1
213,-0.014331071183199403,-0.005587412814183949,-0.006834818192969019,-0.004740955630800186,-0.0007226571746793706,1
214,-0.014331045828054828,-0.005555029864171595,-0.006725277382610513,-0.0040418124675986825,0.00026372837294809853,1
215,-0.01433098258721415,-0.00559914978658093,-0.00673577676520162,-0.0045666638714931965,0.00012176229675929816,1
216,-0.014330714630018516,-0.005585499158632327,-0.006726041163645946,-0.004134116571386349,0.002159744682967361,1
217,-0.01433111856209669,-0.0055305615669646625,-0.006945020464403762,-0.004411712341994521,-0.0009174119608580337,1
218,-0.014331011042161794,-0.005549713528904396,-0.00684338535283331,-0.004361844380023784,-0.0005039217925797874,1
219,-0.014331193242064581,-0.0054678218885873715,-0.0069575245312086965,-0.004019746226952414,-0.0020635619076170104,1
220,-0.014331084460149947,-0.00552108506041896,-0.006891565430200997,-0.004110234170944386,-0.0010156706815817288,1
221,-0.016262081833262096,-0.004216850544449313,-0.011749227936672928,0.01059758608839001,-0.013798782503011364,1
222,-0.016262081839114907,-0.004216845702170074,-0.011749231822674004,0.01059759400984894,-0.013798817027147602,1
223,-0.014330992760918216,-0.005558503948772212,-0.006831927574094551,-0.00433523954583835,-0.0004631327865722464,1
224,-0.014330914307972181,-0.005597235203753568,-0.006852281401848669,-0.004664463483834627,0.0001915640949530848,1
225,-0.014330797401801416,-0.00562821147387897,-0.006723929768987415,-0.004149377937473944,0.0010327609958924924,1
226,-0.014331179731852111,-0.005483688383092638,-0.006934718320012639,-0.004101202209285008,-0.00024769897597745274,1
227,-0.014331208137070438,-0.005493361487254587,-0.006958229384769369,-0.004223064631004768,-0.0014648805638952838,1
228,-0.014330939815704801,-0.00558823040154977,-0.006816644578161729,-0.004111930193395148,0.0003864419209532294,1
229,-0.01433125831771653,-0.005493471433841527,-0.006947623415290413,-0.0044944886950118,-0.001198707348437379,1
230,-0.014330670557802046,-0.005603397326934195,-0.006860370261304465,-0.004817864979205022,-0.0003666724046161893,1
231,-0.01433087090293604,-0.005602229443775613,-0.006752916456938875,-0.004386244577311976,0.000659614204595088,1
232,-0.014331100601197294,-0.005530138920588009,-0.006881722618544129,-0.004613070599314708,-0.00032313325167272067,1
233,-0.014331014142729914,-0.005603785616010338,-0.0067974710441061886,-0.0049262931006623075,-1.9456110974331935e-05,1
234,-0.014331154232819771,-0.0055770123418096285,-0.006739244932046513,-0.00442356901784806,-0.0007302050084008302,1
235,-0.014331382883265499,-0.005527332285045046,-0.006865242015299597,-0.004771999899997929,-0.0011134420998434764,1
236,-0.014331082452756104,-0.005574327243265057,-0.00677720016918538,-0.004716369482748603,-0.001160959552469234,1
237,-0.014330819201586655,-0.005627451604357124,-0.006661942987628799,-0.004325029731112858,0.0009582223729037492,1
238,-0.014330952097292961,-0.005539755917419513,-0.006871015801889457,-0.004044386450260334,-0.000529768046590732,1
239,-0.014331028894594604,-0.005546091015873498,-0.006761759171367359,-0.004191665134699899,0.00026478643420756084,1
240,-0.014330941498853552,-0.005529173174411711,-0.0068654196802446135,-0.004043565719785047,0.000260189959189333,1
241,-0.014331056949748485,-0.0055738866268934106,-0.00678650095949453,-0.004443770585057838,0.00043242507372859583,1
242,-0.014331080230387457,-0.00553608444875035,-0.006762461237479461,-0.00409099358400959,-2.8231088938649557e-05,1
243,-0.014330987692124679,-0.005625016831393805,-0.006717503625805529,-0.00498124605546419,-0.0003815158489774958,1
244,-0.01433087518315636,-0.005609106051625128,-0.006774010918404051,-0.004700974430226632,0.00019484291699239795,1
245,-0.014331095345600248,-0.005564148446402869,-0.006704733192211933,-0.004400542189763463,-0.0002995854280102096,1
246,-0.014330929839884925,-0.005562020874786814,-0.006782636901126016,-0.004455084117083803,-1.5289406447717045e-05,1
247,-0.01625517452940202,-0.010333967739003774,-0.0026056562755055273,-0.013735443752087398,0.0567311653716367,1
248,-0.01625517451400377,-0.01033397092534951,-0.002605651261067773,-0.013735456236184279,0.05673127800329202,1
249,-0.014331261543438485,-0.005544907603924603,-0.006861131962438545,-0.004474255424842951,-0.0007749272261976838,1
250,-0.014331069844114778,-0.005568211958763351,-0.0067936738440270966,-0.004527865459663399,-0.0012808265215098168,1
251,-0.014331174096319985,-0.005567381160246842,-0.006737932681602009,-0.004582136026887015,-0.0007850646288943795,1
252,-0.014331199128823111,-0.005445288995760126,-0.006907283540351793,-0.003685879894593768,-0.00024348630238860011,1
253,-0.014331201194623623,-0.005558293147530483,-0.006858399543981311,-0.004840643088136844,-0.0010938101168873572,1
